,brewery_type,city,country,id,latitude,longitude,name,phone,postal_code,state,street,tag_list,updated_at,website_url
174,brewpub,White Bear Lake,United States,3794,45.0853036666667,-93.007108,Big Woods Brewery,8139886000,55110,Minnesota,2222 4th Street,[],2018-08-24T00:44:54.601Z,http://www.bigwoodsbeer.com
175,brewpub,Long Lake,United States,3795,44.9849391469498,-93.5560181412573,Birch's On the Lake,9524737373,55356-8314,Minnesota,1310 Wayzata Blvd,[],2018-08-24T00:44:55.036Z,http://www.birchsrestaurantandbar.com
176,brewpub,Minneapolis,United States,3815,44.9807182653061,-93.2719503061224,Clockwerks Brewing,6123399375,55401-1719,Minnesota,25 N 4th St,[],2018-08-24T00:45:02.286Z,http://www.clockwerksbrewing.com
177,micro,Saint Paul,United States,3831,44.9629424545455,-93.0704208181818,Flat Earth Brewing Co,6516981945,55106-4462,Minnesota,688 Minnehaha Ave E,[],2018-08-24T00:45:10.090Z,http://www.flatearthbrewing.com
178,brewpub,Saint Cloud,United States,3845,45.5497329,-94.2053715,Granite City Food & Brewery (#1),3202039000,56301-3792,Minnesota,3945 2nd St S,[],2018-08-24T00:45:16.046Z,http://www.gcfb.net
179,brewpub,Minneapolis,United States,3855,44.9492064,-93.2883778,Herkimer Pub and Brewery,6128210101,55408-2110,Minnesota,2922 Lyndale Ave S,[],2018-08-24T00:45:21.167Z,http://www.theherkimer.com
180,contract,Mantorville,United States,3887,44.067031,-92.753035,Mantorville Brewing Co LLC,6513870708,55955-8087,Minnesota,101 5th St E,[],2018-08-24T00:45:33.886Z,http://www.mantorvillebeer.com
181,brewpub,Red Wing,United States,3905,44.5627106326531,-92.5469839591837,Red Wing Brewing Company,6513272200,55066-2162,Minnesota,1411 Old West Main St,[],2018-08-24T00:45:41.508Z,http://www.redwingbrewing.com
182,regional,Brooklyn Ctr,United States,3922,45.04294225,-93.3243894264181,Surly Brewing Company,7635353330,55429-3940,Minnesota,4811 Dusharme Dr,[],2018-08-24T00:45:48.832Z,http://www.surlybrewing.com
183,micro,Minnetonka,United States,3938,44.9042592813386,-93.4655115088591,Unmapped Brewing Co.,9525009622,55345-6605,Minnesota,14625 Excelsior Blvd,[],2018-08-24T00:45:55.150Z,http://www.unmappedbrewing.com
184,micro,Saint Paul,United States,3946,44.93295265,-93.084728925,Wabasha Brewing Company,6512242102,55107-1126,Minnesota,429 Wabasha St S,[],2018-08-24T00:45:58.083Z,http://www.wabashabrewing.com
0,micro,Gulfport,United States,3957,30.367827,-89.0954070161456,Chandeleur Island Brewing Company,2287019985,39501-1928,Mississippi,2711 14th St,[],2018-08-24T00:46:03.091Z,http://www.chandeleurbrew.com
1,micro,okolona,United States,3955,34.001703,-88.750264,1817 Brewery,6623055907,38860,Mississippi,100 B South Olive St,[],2018-08-24T00:46:02.182Z,
3,brewpub,Ocean Springs,United States,3959,,,Crooked Letter Brewing Co,2282353994,39564,Mississippi,503 Porter Ave,[],2018-08-11T21:38:05.971Z,http://www.crookedletterbrewery.com
4,micro,Greenville,United States,3965,,,Mighty Miss Brewing Co.,6623796477,38701-,Mississippi,525 S Washington Ave Ste B,[],2018-08-11T21:38:06.182Z,http://www.mightymissbeer.com
5,micro,Biloxi,United States,3956,30.3982915,-88.8936191295261,Biloxi Brewing Co,2282731638,39530-3812,Mississippi,186 Bohn St,[],2018-08-24T00:46:02.621Z,http://www.biloxibrewing.com
6,micro,Ocean Springs,United States,3960,30.4136478456894,-88.8090062028846,Hops and Growlers,2283345585,39564,Mississippi,2339 Government St,[],2018-08-24T00:46:04.041Z,http://www.hopsandgrowlers.com
7,brewpub,Vicksburg,United States,3961,32.3492729109236,-90.8821644466135,Key City Brewing Co.,6264871330,39180,Mississippi,1311 Washington St.,[],2018-08-24T00:46:04.548Z,http://keycitybeer.com
8,micro,Kiln,United States,3962,30.376901755102,-89.4494876938776,"Lazy Magnolia Brewing Co, LLC",2284672727,39556-8000,Mississippi,7030 Roscoe Turner Rd,[],2018-08-24T00:46:05.012Z,http://www.lazymagnolia.com
9,micro,Jackson,United States,3963,32.3196560375173,-90.1885780771694,Lucky Town Brewing Co,6017900142,39202-1536,Mississippi,1710 N Mill St,[],2018-08-24T00:46:05.542Z,http://www.luckytownbrewing.com
10,micro,Natchez,United States,3966,31.5634832602662,-91.4021969011096,Natchez Brewing Co,8287135311,39120-3222,Mississippi,207 High St,[],2018-08-24T00:46:06.430Z,http://www.natchezbrew.com
11,micro,Laurel,United States,3967,31.6942523125,-89.127895375,Slowboat Brewing Company,6014332723,39440-3461,Mississippi,318 W 5th St,[],2018-08-24T00:46:06.913Z,http://www.slowboatbrewco.com
12,micro,Hattiesburg,United States,3968,31.3312346426886,-89.2899201053982,Southern Prohibition Brewing,6014671057,39401-3406,Mississippi,301 Mobile St,[],2018-08-24T00:46:07.432Z,http://www.soprobrewing.com
13,contract,Meridian,United States,3969,32.4001022,-88.7010359,"Threefoot Brewing Company, LLC",6016931074,39305,Mississippi,4010 23rd Avenue,[],2018-08-24T00:46:07.900Z,http://www.threefootbrewing.com
14,micro,Water Valley,United States,3970,34.1422633,-89.6366568,Yalobusha Brewing Company,,38965-2906,Mississippi,102 S Main St,[],2018-08-24T00:46:08.371Z,http://www.yalobrew.com
15,micro,Starkville,United States,3964,,,Mayhew Junction Brewing Company,6625460510,39759-3710,Mississippi,106 Eckford Dr,[],2018-08-11T21:38:06.147Z,http://www.mayhewjunction.com
0,large,Saint Louis,United States,3976,38.5954536,-90.2118998,Anheuser-Busch InBev,3145772000,63118-1849,Missouri,1 Busch Pl,[],2018-08-24T00:46:11.169Z,http://www.anheuser-busch.com
1,brewpub,Poplar Bluff,United States,3994,36.7566310769231,-90.3957733846154,Bronze Owl Brewing,5738405202,63901-7331,Missouri,506 Vine St,[],2018-08-24T00:46:16.932Z,http://www.bronzeowlbrewing.com
2,contract,Saint Louis,United States,3998,38.6394897,-90.2439837,Cathedral Square Brewery,3148033605,63108-3204,Missouri,3914 Lindell Blvd,[],2018-08-24T00:46:18.987Z,http://www.cathedralsquarebrewery.com
3,brewpub,North Kansas City,United States,4002,39.1403371573456,-94.5794652075528,Cinder Block Brewery,8165608365,64116-3635,Missouri,110 E 18th Ave,[],2018-08-24T00:46:20.410Z,http://www.cinderblockbrewery.com
4,contract,Saint Louis,United States,4023,38.7090351126761,-90.2349872112676,Griesedieck Brothers Brewery,3143093210,63147-1840,Missouri,1240 Switzer Ave,[],2018-08-24T00:46:29.773Z,http://www.gb-beer.com
5,brewpub,Kansas City,United States,4039,39.1002989,-94.5911729,McCoy's Public House,8169600866,64111-3021,Missouri,4057 Pennsylvania Ave,[],2018-08-24T00:46:36.359Z,http://www.mccoyspublichouse.com
6,proprietor,Saint Louis,United States,4044,38.6303271900035,-90.1846587143656,Morgan Street Brewery,3142319970,63102-2518,Missouri,721 N 2nd St,[],2018-08-24T00:46:38.691Z,http://www.morganstreetbrewery.com
7,micro,Kansas City,United States,4072,39.1100614,-94.5799451187632,Strange Days Brewing Co,8164695321,64106,Missouri,316 Oak St,[],2018-08-24T00:46:48.321Z,http://www.strangedaysbrewing.com
8,micro,Weston,United States,4084,39.411378,-94.899934,Weston Brewing Co / O'Malley's Pub,,64098-1242,Missouri,500 Welt St,[],2018-08-24T00:46:53.436Z,http://www.westonirish.com
12,micro,Springfield,United States,3972,,,4 By 4 Brewing Company,,65804-4601,Missouri,2811 E Galloway St Ste A,[],2018-08-11T21:38:06.401Z,http://www.4by4brewingcompany.com
13,brewpub,Kansas City,United States,3975,,,Amerisports Brew Pub,8164147435,64161,Missouri,3200 Ameristar Dr,[],2018-08-11T21:38:06.486Z,http://www.ameristar.com
15,proprietor,Lees Summit,United States,3980,,,"Bard's Brewery, LLC",8167281707,64063-0905,Missouri,,[],2018-08-11T21:38:06.632Z,http://www.bardsbeer.com
16,micro,Phillipsburg,United States,3984,,,Boat Town Brewing,4175332306,65722-8122,Missouri,18146 Campground Rd,[],2018-08-11T21:38:06.745Z,http://www.boattownbrewing.com
19,brewpub,Saint Louis,United States,3971,38.621943,-90.280526,2nd Shift Brewing Co,6187910728,63110-1924,Missouri,1601 Sublette Ave,[],2018-08-24T00:46:08.828Z,http://www.2ndshiftbrewing.com
20,regional,Saint Louis,United States,3973,38.6152659288115,-90.1976201185216,4 Hands Brewing Co,3144361559,63104-3610,Missouri,1220 S 8th St,[],2018-08-24T00:46:09.804Z,
21,micro,Saint Louis,United States,3974,38.5986181736597,-90.262368381847,Alpha Brewing Co.,3146212337,63116,Missouri,4310 Fyler Ave,[],2018-08-24T00:46:10.262Z,http://www.alphabrewingcompany.com
22,brewpub,Higginsville,United States,3978,39.001467,-93.773203,Arcadian Moon,6605846661,64037,Missouri,19203 Old Highway 40,[],2018-08-24T00:46:11.618Z,http://www.arcadianmoon.com
23,brewpub,Washington,United States,3979,38.56026935,-91.0117347240948,Augusta Brewing Co,6362395010,63090-2191,Missouri,109 W Main St,[],2018-08-24T00:46:12.114Z,http://www.augustabrewing.com
24,micro,North Kansas City,United States,3982,39.1261133,-94.57786,Big Rip Brewing Company,8168660747,64116-4315,Missouri,216 E 9th Ave,[],2018-08-24T00:46:12.984Z,http://www.bigripbrewing.com
25,micro,Kansas City,United States,3983,39.010093,-94.493961,BKS Artisan Ales,8166733027,64110,Missouri,633 E 63rd St,[],2018-08-24T00:46:13.574Z,http://www.bksartisanales.com
26,micro,Kansas City,United States,3985,39.0917581,-94.5786142,Border Brewing Company,8163156807,64108,Missouri,406 E 18th St,[],2018-08-24T00:46:14.491Z,http://www.borderbrewco.com
27,regional,Kansas City,United States,3986,39.08196355,-94.5968230668374,Boulevard Brewing Co,8164747095,64108-2345,Missouri,2501 Southwest Blvd,[],2018-08-24T00:46:14.963Z,http://www.boulevard.com
28,brewpub,St. Louis,United States,3987,38.6304978630137,-90.2830005342466,Brew Hub Taproom,3148335453,63110,Missouri,5656 Oakland Avenue,[],2018-08-24T00:46:15.470Z,
29,brewpub,Kansas City,United States,3988,39.0911947142857,-94.5788631428571,Brewery Emperial,8169459625,64108,Missouri,1829 Oak St,[],2018-08-24T00:46:16.013Z,http://www.breweryemperial.com
30,brewpub,Columbia,United States,3993,,,Broadway Brewery,5734435054,65201-4898,Missouri,816 E Broadway Ste B,[],2018-08-11T21:38:07.004Z,http://www.broadwaybrewery.com
31,micro,Columbia,United States,3995,,,Bur Oak Company,,65201-7635,Missouri,8250 E Trade Center Dr,[],2018-08-11T21:38:07.063Z,http://www.buroakbeer.com
32,brewpub,Kansas City,United States,3996,,,Calibration Brewery,8169948277,64116-3502,Missouri,119 Armour Rd,[],2018-08-11T21:38:07.093Z,http://www.calibrationbrewery.com
33,micro,Sainte Genevieve,United States,4000,,,Charleville Vineyard & Microbrewery,5737564537,63670-7914,Missouri,16937 Boyd Rd,[],2018-08-11T21:38:07.212Z,http://www.charlevillevineyard.com
34,brewpub,Branson,United States,4001,,,"Charlie's Steak, Ribs & Ale",4173346090,65616-8312,Missouri,3009 E State Hiwy 76,[],2018-08-11T21:38:07.297Z,http://www.charliesbranson.com
35,micro,Sainte Genevieve,United States,4006,,,Crown Valley Brewing & Distilling Co,5737569700,63670-9039,Missouri,23589 State Route Ww,[],2018-08-11T21:38:07.449Z,http://www.crownvalleybrewery.com
36,micro,Washington,United States,4007,,,Deep Sleep Brewing Company LLC,3142395801,63090,Missouri,6891 Whiskey Creek Rd.,[],2018-08-11T21:38:07.477Z,
37,brewpub,Park Hills,United States,4008,,,Deslogetown Brewery,,63601,Missouri,1669 Pine Ridge Trail,[],2018-08-11T21:38:07.505Z,
39,micro,Saint Charles,United States,4013,,,Exit 6 Brewery,6362444343,63304-8031,Missouri,5055 Highway N Ste 112,[],2018-08-11T21:38:07.643Z,http://www.exit6brewery.com
40,brewpub,O Fallon,United States,4018,,,Good News Brewing Company,6362946593,63366-2629,Missouri,330 Sonderen St,[],2018-08-11T21:38:07.794Z,http://goodnewsbrewing.com
41,micro,Saint Louis,United States,4026,,,High Heel Brewing,,63110,Missouri,5656 Oakland,[],2018-08-11T21:38:08.061Z,http://highheelbrewing.com
42,micro,Pontiac,United States,4031,,,"Lake Bums BrewCo, LLC.",4172936684,65729-7134,Missouri,112 Parrothead Ln,[],2018-08-11T21:38:08.204Z,http://www.lakebumsbrewco.com
44,micro,Saint Louis,United States,3999,38.6353000597984,-90.2243063679217,Center Ice Brewing Company,3142779843,63103,Missouri,3126 Olive St.,[],2018-08-24T00:46:19.464Z,http://www.centericebrewery.com
45,brewpub,Saint Louis,United States,4004,38.590897297562,-90.2580716468097,Civil Life Brewing Company,,63116-2614,Missouri,3714 Holt Ave,[],2018-08-24T00:46:20.865Z,http://www.thecivillife.com
46,micro,Raytown,United States,4005,39.0052427173607,-94.4629013839175,Crane Brewing Company,8167434132,64133-5210,Missouri,6515 Railroad St,[],2018-08-24T00:46:21.307Z,http://www.cranebrewing.com
47,micro,Kansas City,United States,4009,39.0917049387755,-94.5786837346939,Double Shift Brewing,8163047028,64108-1410,Missouri,412 E 18th St,[],2018-08-24T00:46:23.379Z,http://www.doubleshiftbrewing.com
48,brewpub,Excelsior Springs,United States,4010,39.3393358306373,-94.2258992647695,Dubious Claims Brewing,8168962477,64024-2133,Missouri,451 S Thompson Ave,[],2018-08-24T00:46:23.939Z,
49,brewpub,Saint Louis,United States,4011,38.5935862955641,-90.2286695871746,Earthbound Beer,3147699576,63118-3036,Missouri,2724 Cherokee St,[],2018-08-24T00:46:24.436Z,http://www.earthboundbeer.com
50,brewpub,Saint Louis,United States,4014,38.7383895,-90.3023163,Ferguson Brewing Co,3142547359,63135-2716,Missouri,418 S Florissant Rd,[],2018-08-24T00:46:25.409Z,http://www.fergusonbrewing.com
51,brewpub,Wentzville,United States,4016,38.8107544,-90.8512976,Friendship Brewing Company,,63385-1700,Missouri,100 Pitman Ave,[],2018-08-24T00:46:26.398Z,
52,micro,Lees Summit,United States,4017,38.913133,-94.37672,Fringe Beerworks,8166002552,64063-2329,Missouri,224 SE Douglas St,[],2018-08-24T00:46:26.852Z,http://www.fringebeerworks.com
53,brewpub,Kansas City,United States,4019,39.2493641483218,-94.66105,Granite City Food & Brewery (#11),8165873838,64153-1842,Missouri,8461 NW Prairie View Rd,[],2018-08-24T00:46:27.892Z,http://www.gcfb.net
54,brewpub,Creve Coeur,United States,4020,38.67222065,-90.4333875245224,Granite City Food & Brewery (#29),3144323535,63141-7108,Missouri,11411 Olive Blvd,[],2018-08-24T00:46:28.351Z,http://www.gcfb.net
55,brewpub,Kansas City,United States,4021,39.0544808,-94.5932559,Green Room Burgers & Beer,8162167682,64111-3010,Missouri,4010 Pennsylvania Ave,[],2018-08-24T00:46:28.807Z,http://www.greenroomkc.com
56,brewpub,Ellisville,United States,4022,38.5906250047908,-90.5948465210502,Greer Brewing,6363463979,63011-2161,Missouri,16050 Manchester Rd,[],2018-08-24T00:46:29.333Z,http://www.greerbrewingco.com
57,brewpub,Berger,United States,4024,38.6769847,-91.3352114,Gruhlke's Microbrewery / Bias Vineyards,5738345475,63014-1418,Missouri,3166 Highway B,[],2018-08-24T00:46:30.261Z,http://www.biaswinery.com
58,brewpub,Saint Louis,United States,4025,38.6287165375178,-90.2931003527612,Heavy Riff Brewing,3148286148,63139-3305,Missouri,6413 Clayton Ave,[],2018-08-24T00:46:30.782Z,http://www.heavyriffbrwing.com
59,proprietor,Neosho,United States,4027,36.8685369795918,-94.3674090204082,Indian Springs Brewing Company,4174549498,64850-1810,Missouri,109 E Main St,[],2018-08-24T00:46:31.229Z,http://www.indianspringsbrewing.com
60,brewpub,Perryville,United States,4028,37.7259728571429,-89.8637548367347,Jackson Street Brew Co.,,63775-1336,Missouri,106 N Jackson St,[],2018-08-24T00:46:31.655Z,
61,micro,Kansas City,United States,4029,38.98548485,-94.5936711937258,Kansas City Bier Company,8162148691,64114-1843,Missouri,310 W 79th St,[],2018-08-24T00:46:32.117Z,http://www.kcbier.com
62,micro,Hamilton,United States,4032,39.744246,-94.00051,Levi Garrison & Sons Brewing Company,8166689421,64644-1029,Missouri,105 W Bird St,[],2018-08-24T00:46:33.418Z,http://www.lgsbrewingco.com
63,micro,Columbia,United States,4033,38.9570863933001,-92.322650149356,Logboat Brewing Co,5733976786,65201-4782,Missouri,504 Fay St,[],2018-08-24T00:46:33.860Z,http://www.logboatbrewing.com
64,brewpub,Springfield,United States,4034,37.2085049,-93.2974611,Lost Signal Brewing Company,9723104162,65806-1240,Missouri,610 W College St,[],2018-08-24T00:46:34.300Z,http://www.lostsignalbrewing.com
65,brewpub,Festus,United States,4036,38.2197488496457,-90.392652168841,Main And Mill Brewing Company,6365433031,63028-1907,Missouri,240 E Main St,[],2018-08-24T00:46:34.756Z,http://www.mainandmillbrewco.com
66,brewpub,Hannibal,United States,4037,39.71293685,-91.3574422522266,Mark Twain Brewing Company,5734061300,63401-3324,Missouri,422 N Main St,[],2018-08-24T00:46:35.251Z,http://www.marktwainbrewery.com
67,micro,Kansas City,United States,4038,38.882691,-94.590214,Martin City Brewing Company,8162682222,64145-1672,Missouri,410 E 135th St,[],2018-08-24T00:46:35.750Z,http://www.martincitybrewing.com
68,micro,Drexel,United States,4040,,,Miami Creek Brewing Company,8168920297,64742-9733,Missouri,14226 NW County Road 14001,[],2018-08-11T21:38:08.474Z,http://www.miamicreek.com
69,micro,O Fallon,United States,4042,,,Missouri Beer Company,6362946672,63366-1926,Missouri,22 W Industrial Dr,[],2018-08-11T21:38:08.531Z,http://www.mobeerco.com
70,micro,Saint Louis,United States,4043,,,Modern Brewery,,63110-2092,Missouri,5231 Manchester Ave # E,[],2018-08-11T21:38:08.561Z,http://www.mb314.com
72,brewpub,West Plains,United States,4049,,,Ozarks Brewing Company,4172741507,65775,Missouri,1872 S. U.S. Hwy. 63,[],2018-08-11T21:38:08.736Z,http://www.ozarksbrewing.com
73,micro,Saint Louis,United States,4050,,,Perennial Artisan Ales,3146317300,63111-3535,Missouri,8125 Michigan Ave Ste 116,[],2018-08-11T21:38:08.764Z,http://www.perennialbeer.com
74,micro,Labadie,United States,4052,,,Point Labaddie Brewery,6367422861,63055-1712,Missouri,1029 Thiebes Rd,[],2018-08-11T21:38:08.840Z,http://www.pointlabaddiebrewery.com
77,micro,Saint James,United States,4056,,,Public House Brewing Co,5732613333,65559-1055,Missouri,551 State Route B,[],2018-08-11T21:38:08.953Z,http://www.publichousebrewery.com
80,regional,Saint Louis,United States,4063,,,Schlafly Bottleworks,3142412337,63143-2454,Missouri,1 Schlafly Plz,[],2018-08-11T21:38:09.133Z,http://www.schlafly.com
82,micro,Chesterfield,United States,4070,,,Steampunk Brew Works,6362308277,63017-8209,Missouri,231 Lamp and Lantern Vlg,[],2018-08-11T21:38:09.490Z,http://www.steampunkbrewworks.com
83,micro,Kansas City,United States,4071,,,Stockyards Brewing Company,8168958880,64102-1044,Missouri,1600 Genessee St Ste 100,[],2018-08-11T21:38:09.539Z,http://www.stockyardsbrewing.com
85,micro,Stover,United States,4083,,,"Welpman Springs Brewing Company, LLC.",5733772343,65078-1132,Missouri,517 Hatchery Rd,[],2018-08-11T21:38:09.946Z,http://www.welpmanspringsbrewing.weebly.com
86,brewpub,Cape Girardeau,United States,4041,37.3058363554378,-89.5185209550299,Minglewood Brewery,5738030524,63701-7326,Missouri,121 Broadway St,[],2018-08-24T00:46:37.297Z,http://www.minglewoodbrewery.com
87,micro,Springfield,United States,4045,37.20791735,-93.2992828178406,Mother's Brewing Co,4178620423,65806-2001,Missouri,215 S Grant Ave,[],2018-08-24T00:46:39.142Z,http://www.mothersbrewing.com
88,micro,Maryland Heights,United States,4047,38.7125042149117,-90.4458066747764,O'Fallon Brewery,6362812337,63043-3701,Missouri,45 Progress Pkwy,[],2018-08-24T00:46:40.010Z,http://www.ofallonbrewery.com
89,micro,Bucyrus,United States,4051,37.3214879835947,-92.0176853708533,Piney River Brewing Company,4179674001,65444-9002,Missouri,15194 Walnut Grove Dr,[],2018-08-24T00:46:41.432Z,http://www.pineyriverbrewing.com
90,brewpub,Jefferson City,United States,4054,38.5687256,-92.1616013,Prison Brews,5736350678,65101-4002,Missouri,305 Ash St,[],2018-08-24T00:46:42.317Z,http://www.prisonbrews.com
91,brewpub,Liberty,United States,4060,39.2461993,-94.4190247,Rock & Run Brewery,8164152337,64068-2374,Missouri,110 E Kansas St,[],2018-08-24T00:46:43.676Z,http://www.rockandrunbrewery.com
92,regional,Saint Louis,United States,4062,38.63298865,-90.2096942481772,"Schlafly Beer/The Saint Louis Brewery, LLC",3142412337,63103-1616,Missouri,2100 Locust St,[],2018-08-24T00:46:44.107Z,http://www.schlafly.com
93,micro,Maplewood,United States,4064,38.6122348370255,-90.3222114615022,Side Project Brewing,3142245211,63143-3032,Missouri,7458 Manchester Rd,[],2018-08-24T00:46:45.021Z,http://www.SideProjectBrewing.com
94,micro,Maryland Heights,United States,4065,38.714489,-90.4318257169243,Six Mile Bridge Brewery,,63043-2503,Missouri,11841 Dorsett Rd,[],2018-08-24T00:46:45.577Z,http://www.sixmilebridgebeer.com
95,brewpub,Lees Summit,United States,4066,38.9133490408163,-94.3780773877551,Smoke Brewing Company,8165252337,64063,Missouri,209 SE Main St.,[],2018-08-24T00:46:46.069Z,
96,brewpub,Springfield,United States,4068,37.2077630266667,-93.295625,Springfield Brewing Co,4178328277,65806-2023,Missouri,305 S Market Ave,[],2018-08-24T00:46:46.538Z,http://www.springfieldbrewingco.com
97,brewpub,Saint Louis,United States,4069,38.616665,-90.2103947346939,Square One Brewery and Distillery,3142312537,63104-2941,Missouri,1727 Park Ave,[],2018-08-24T00:46:46.991Z,http://www.squareonebrewery.com
98,micro,Kansas City,United States,4073,39.1100614,-94.5799451187632,Strange Days Brewing Company,9134336232,64106,Missouri,316 Oak St,[],2018-08-24T00:46:48.762Z,http://www.strangedaysbrewing.com
99,brewpub,Saint Peters,United States,4074,38.7957811617137,-90.5702331498145,Third Wheel Brewing,6363239810,63376-6462,Missouri,4008 N Service Rd,[],2018-08-24T00:46:49.296Z,http://www.thirdwheelbrewing.com
100,micro,Springfield,United States,4075,37.2037898333333,-93.2689605,Tie and Timber Beer Company,7202814664,65802-3356,Missouri,1459 E Cherry St,[],2018-08-24T00:46:49.920Z,
101,brewpub,Hermann,United States,4076,38.706022,-91.4330355714286,Tin Mill Brewing Co,5734862275,65041-1138,Missouri,114 Gutenberg St,[],2018-08-24T00:46:50.363Z,http://www.tinmillbrewing.com
102,brewpub,Saint Charles,United States,4078,38.7741905718092,-90.4842484281908,Trailhead Brewing Co,6369462739,63301-3489,Missouri,921 S Riverside Dr,[],2018-08-24T00:46:51.278Z,http://www.trailheadbrewing.com
103,regional,Saint Louis,United States,4080,38.626662,-90.261143,Urban Chestnut Brewing Co,,63110-2113,Missouri,4465 Manchester Ave,[],2018-08-24T00:46:51.706Z,
104,micro,West Plains,United States,4081,36.72461005,-91.8351090033593,Wages Brewing Company,4172933119,65775-3383,Missouri,1382 Bill Virdon Blvd,[],2018-08-24T00:46:52.126Z,http://www.wagesbrewco.com
105,micro,Saint Louis,United States,4082,38.6348785,-90.2207367589074,Wellspent Brewing Company,3143280505,63103,Missouri,2917 Olive Street,[],2018-08-24T00:46:52.571Z,http://www.wellspentbeer.com
106,micro,O Fallon,United States,4086,,,Wild Water,6362650751,63368-3623,Missouri,9995 Winghaven Blvd,[],2018-08-11T21:38:10.064Z,
107,micro,Springfield,United States,4085,37.2296298,-93.2954208453376,White River Brewing Co,4178691366,65803-2631,Missouri,505 W Commercial St,[],2018-08-24T00:46:53.882Z,http://www.whiteriverbrewingco.com
108,contract,Saint Louis,United States,4087,38.6168771058824,-90.3373344235294,William K Busch Brewing Co.,3149327911,63144-2505,Missouri,8047 Litzsinger Rd,[],2018-08-24T00:46:54.852Z,http://www.enjoykraftig.com
109,micro,High Ridge,United States,3981,,,Bastard Brothers Brewing Company,3145203401,63049-2684,Missouri,2114 Penta Dr,[],2018-08-11T21:38:06.659Z,http://www.bastardbrothersbrewery.com
110,brewpub,Florissant,United States,4046,,,Narrow Gauge Brewing Company,3148313222,63031-4606,Missouri,1595 N Highway 67 St,[],2018-08-11T21:38:08.648Z,http://www.narrowgaugestl.com
111,micro,Rolla,United States,4057,,,Public House Brewing Company,5734262337,65401-3111,Missouri,600 N Rolla St Ste B,[],2018-08-11T21:38:08.983Z,http://www.publichousebrewery.com
112,micro,Kansas City,United States,3997,39.0924045,-94.579773861354,Casual Animal,,64108,Missouri,1725 McGee St,[],2018-08-24T00:46:18.439Z,http://www.casualanimalbrewing.com
113,brewpub,Columbia,United States,4015,38.9503001261367,-92.3319689609883,Flat Branch Pub and Brewing,5734990400,65201-4230,Missouri,115 S 5th St,[],2018-08-24T00:46:25.910Z,http://www.flatbranch.com
114,brewpub,Kirkwood,United States,4030,38.5823430425532,-90.4060884893617,Kirkwood Station Brewing,3149662739,63122-4025,Missouri,105 E Jefferson Ave,[],2018-08-24T00:46:32.593Z,http://www.kirkwoodstationbrewing.com
115,micro,Kansas City,United States,4077,39.0926934,-94.5731695,Torn Label Brewing Company,9136348001,64108-1524,Missouri,1708 Campbell St,[],2018-08-24T00:46:50.807Z,http://www.tornlabel.com
0,micro,White Sulphur Springs,United States,4088,46.5480760866913,-110.900486489644,2 Basset Brewery,4065472337,59645-9081,Montana,202 E Main St,[],2018-08-24T00:46:55.355Z,http://www.2bassetbrewery.com
1,brewpub,Libby,United States,4114,48.3936508,-115.5506412,Cabinet Mountain Brewing Co,4062932739,59923-1952,Montana,206 Mineral Ave,[],2018-08-24T00:47:04.988Z,http://www.cabinetmountainbrewing.com
2,micro,Belt,United States,4133,47.3822191883646,-110.92985271363,Harvest Moon Brewing,4062773188,59412-0510,Montana,7 5th St S,[],2018-08-24T00:47:12.187Z,http://www.harvestmoonbrew.com
3,brewpub,Sidney,United States,4150,47.7105211,-104.1602945,Meadowlark Brewing,,59270-4123,Montana,117 S Central Ave,[],2018-08-24T00:47:19.695Z,http://www.meadowlarkbrewing.com
4,micro,Red Lodge,United States,4165,45.1972705301205,-109.24653926506,Red Lodge Ales Brewing Co,4064464607,59068-9383,Montana,1445 N Broadway Ave,[],2018-08-24T00:47:25.147Z,http://www.redlodgeales.net
5,brewpub,Bozeman,United States,4149,45.7033199,-111.0400807,MAP Brewing Company,4065874070,59715-8784,Montana,510 Manley Rd,[],2018-08-24T00:47:19.247Z,http://www.mapbrewing.com
7,micro,Bozeman,United States,4090,,,406 Brewing Company,4065853745,59715-2967,Montana,"101 E Oak St,Â Ste D",[],2018-08-11T21:38:10.197Z,http://www.406brewingcompany.com
8,brewpub,Columbia Falls,United States,4092,,,Backslope Brewing,4062242510,59912,Montana,1107 9th St W (Highway 2),[],2018-08-11T21:38:10.264Z,http://www.backslopebrewing.com
9,micro,Hamilton,United States,4093,,,Bandit Brewing Co,4066466003,59840-2149,Montana,610 N 1st St Ste 5-228,[],2018-08-11T21:38:10.298Z,http://www.banditbeer.com
10,micro,Kalispell,United States,4099,,,Bias Brewing,4067303020,59901,Montana,409 1st Ave E Ste B,[],2018-08-11T21:38:10.507Z,http://www.biasbrewing.com
15,micro,Helena,United States,4118,,,Crooked Furrow Brewing,4064225975,59601,Montana,2801 N Roberts Ave,[],2018-08-11T21:38:11.242Z,http://www.crookedfurrowbrewing.com
16,contract,Bozeman,United States,4121,,,Dog Tag Brewing,,59715-0710,Montana,2042 Stadium Dr Ste 2,[],2018-08-11T21:38:11.344Z,http://www.dogtagbrewing.org
17,micro,Bigfork,United States,4124,,,Flathead Lake Brewing Co,4068370085,59911-3707,Montana,116 Holt Dr Ste B,[],2018-08-11T21:38:11.482Z,http://www.flatheadlakebrewing.com
