description,names,links
"Full malt sweetness cut with alcohol to lighten body. Barrel character comes through nicely, this is a quality boubon that gives off light vanilla notes and some dark candied fruit.",Stone W00tstout,/review/w00tstout
"Wonderful soft lactic tartness up front that transitions to a grainy malt note and finishes with dry white wine character. Hints of oak, tannin, and peach on the finish. Very faint buttery note on the swallow blends with the sour well.",Societe The Thief,/review/the-thief
"Big raisin esters. Sweet malt and cinnamon—almost graham cracker like. Alcohol heat builds in the finish, accentuated by the chili. There’s some dark fruit notes in malt, and a wine-like finish.",Port Brewing/Lost Abbey Track #8,/review/track-8
"Mango hops up front with mild grapefruit citrus and tangerine in the background. Light hops spiciness toward the end. Milky, creamy body with mild carbonation. At the end of the sip there is a slight bitterness from the hops. Good complexity, especially given the light body.",Outer Range Hydrologic,/review/hydrologic
"A healthy balance of sweet and roast, each making the other better. Perfect mouthfeel, with a nice creaminess and fudginess to balance out some perceived booziness and heavy roast. A sweet coffee note and the vanilla spice linger and jump out in between the heavy roast flavors, providing a wonderful depth.",Central 28 El Bulli,/review/el-bulli
"Complex sourness, though not overly aggressive. Grainy malt, lemon tartness that persists with spicy fermentation notes. Moderately dry finish, really interesting on the swallow.",Cape May The Top Sail,/review/the-top-sail
"Rich mole notes of cinnamon, chocolate, and chile, plus a bit of roast coffee, softened by vanilla. Chile warmth snuggles in with the alcohol. Finish is fairly dry, with spicy heat and roast bitterness. Great complexity up front that leads to a fairly dry and mildly astringent finish. Sweet but nowhere near cloying.",Braxton Dark Charge,/review/dark-charge
There’s an interesting malty richness to this beer that plays off of the moderate sourness and strong ester profile. The same fruit esters are present on the tastebuds that are on the aroma. The combination of these make the beer somewhat jammy. An interesting rhubarb character appears on the finish.,Three Taverns Fortunatus,/review/fortunatus
"A lot of things going on with the bourbon flavor—oak, maple, and vanilla. Very sweet throughout with a chewy backbone. The tart acidity from the fruit and the rounded character from the vanilla provide some balance, but this is a rich beer for sure. The chocolate and roast complement the brighter parts of the beer.",The Lost Abbey Track #10,/review/track-10
"Great chewy balanced IPA, not overwhelmingly complex, but  everything comes together nicely. The hops character leans toward grassy notes with a nice wet hay, tangerine, and lemon-tart quality. Finish is a little heavy, but bitter enough that it doesn’t come across sweet.",Prison City Riot in '29,/review/riot-in-29
"Very simple but again very clean. Light spicy hops towards the end of the sip try to take over but are quickly complemented by bread, malt sweetness. Well done.",pFriem Mexican Lager,/review/mexican-lager
"Pronounced acidity immediately upfront, but rolls into a wonderful peach juiciness. The spices are subtle, the peach is the star of the show, with a nice lingering mild sweetness that helps balance out the acidity.",Jack's Abby House Lager,/review/house-lager
"Moderate sourness up front with a medium fruitiness of raspberries, lemons and cherries. Light barnyard flavor is downplayed by a light underlining sweetness.",Creature Comforts Curious 10,/review/curious-10
Light to moderate lactic sourness with a light touch of acetic. The fruit shines through nicely and adds some richness reminiscent of both the flesh and skin of the plum. Finishes with a slight graininess and a lingering tartness.,August Achell Starkeller Electrik Empress,/review/electrik-empress
"Tropical, stone fruit, peach, and banana. Very fruity overall. Moderately high sweetness that fades into moderate bitterness and moderately low acidity. There’s some alcohol warmth in there as well.",Trillium Dialed In Sauvignon Blanc,/review/dialed-in-sauvignon-blanc
"Dark chocolate-covered cherry. Sweet in the start, then the coffee bitterness and roasty malt arrive and stay. There’s a hint of bell pepper from the coffee but the cherry adds a really nice touch to the finish.",The Bruery Rue D'Floyd,/review/rue-dfloyd
"Dark chocolate with vanilla and burnt marshmallows, aged cherries, coffee, bourbon, with a sweet, slightly tart finish.",The Bruery Geburtstagskranz,/review/geburtstagskranz
"Big hops leans toward some of the harsher dank/resinous qualities, but the overall impression is still balanced. Pushes past the citrus and into a floral—almost Easter lily or iris—sulfur thing. The finish is chewy and lingers wonderfully with a mix of bitter and fruity notes",Silver City Tropic Haze,/review/tropic-haze
Mix between fruity pineapple and dank earthy hops that works beautifully. Moderate body with a light alcohol presence that balances well with the moderate sweetness and bitterness.,Noble Ale Works Fog Horn,/review/fog-horn
Moderately sweet and rich with well-balanced sourness. Light stone fruit esters as well as a touch of dark cherry and orange play well off of the acidity. Finishes with medium tartness and a touch of graininess.,Lost Abbey Ghosts in the Forest,/review/ghosts-in-the-forest
"Rich dark malt, spicy barrel-aged notes balanced with the coffee. The finish medium sweet, and is pretty alcoholic, but not overly hot. It’s still well balanced and not harsh. The coffee and maple syrup aspects both come through. The finish is fantastic—chocolate, coffee, and raisin plus a nice warming booziness. Everything lingers nicely on the swallow.",Cerebral BA Work From Home,/review/ba-work-from-hom
Strong cinnamon and coffee with some vanilla background. The roasted stout comes through nicely and the barrel character not as strong as the coffee and spice. Rather boozy.,Funky Buddha Mexican Coffee,/review/funky-buddha-mexican-coffee
"Moderate grainy, crackery malt, and the herbal hops are nice and add some depth. Low to moderate sweetness with very low bitterness and a touch of acidity. Very light body with medium carbonation transition into a smooth quiet finish. Very refreshing and clean.",Crooked Stave Artisan Beer Project Von Pilsner,/review/von-pilsner
Light Pilsner and floral flavor up front with a very delicate body. Bitterness toward the end of the sip that lingers after the sip.,Suarez Family Brewery Qualify Pils,/review/qualify-pils
"Limeade-like citric acid tag teams with a lactic acid tang for an unstoppable duo. Slight lactose sweetness in the middle of the sip dries out in the finish. Rich fruity sweetness up front, with a sour punch in the middle and a nice spice astringency on the swallow to clean things up.",Crooked Stave Artisan Beer Project Key Lime Tau,/review/key-lime-tau
"Syrupy sweet toasted coconut floating in hot chocolate. The alcohol balances the sweet, but it’s right at the edge of cloying (if not over). The aftertaste lets more of the roast shine through. A bit of a barrel note on the swallow. It’s gloriously and unapologetically unbalanced in the best of ways.",Three Taverns German Chocolate Helm's Deep,/review/german-chocolate-helms-deep
"Drier than expected from the aroma, that brings out the subtle character in the fruit. Finish is a bit astringent, but softened by the mellow sourness. The spice character adds some nice complexity but isn’t overdone, which lets the fruit character dominate.",Central 28 Currantly Blue,/review/currantly-blue
"Rich and complex dark malt flavors—chocolate, raisins, roast with a soft mellow mouthfeel. The finish has a lot of roast bitterness and astringency, but I’m not finding it off-putting, it lets the dark malt complexity and sweetness linger and cuts the alcoholic heat a bit.",High Water Campfire Stout,/review/campfire-stout
"Sort of like an oaked malty IPA—citrusy hops, oak, balanced bourbon, and subtle pecan nuttiness. Well balanced flavors, alcohol very apparent.",High Water Sugaree,/review/sugaree
"The molasses and the unique malt sweetness dominate, but are coupled with this dark umami richness that approaches soy sauce, but still stays a healthy distance from that fate. The bourbon barrel contributes to the heat, but  also rounds all the flavors together while adding a nice toasted almond and vanilla note that helps compliment the molassess.",High Water BA Campfire Stout,/review/ba-campfire-stout
Big puckering sour followed by a nice boysenberry flavor. Finished with a nice tart and dry finish. The oak adds a nice complexity without overpowering it. The flavors blend and meld in a sophisticated yet enticing way.,"The Rare Barrel Home, Sour Home",/review/barrel-home-sour-home
"The chocolate and caramel are pleasant, while the salt is just perceptable enough to add some jangle. A rounded caramel sweetness backed by chocolate, the finish has some spicy cinnamon and pepper notes that keep it from being cloying. Definitely balanced towards the sweet side, has a lingering alcoholic warmth.”",Burial and J. Wakefield The Cosmic and Divine,/review/the-cosmic-and-divine
"The coffee is really subdued. Mocha with a half shot of vanilla syrup. Big malt, with caramel sweetness and toasty notes. There’s hints of raisin, too. Roast acidity (barely) keeps it from being cloying. The finish is quite boozy, paired with the semisweet finish it comes across a bit heavy.",Central 28 !Idea!,/review/idea
"Rich and rounded flavor profile that showcases the guava esters and how they play off of the richness brought by the lactose and vanilla. Some definite alcoholic heat on the back of the throat on every sip. We were surprised on the palate, as on the aroma, that the corn from the cream ale style shines through just a touch. Nice to taste the base beer in something like this.",The Bruery Guava Libre,/review/guava-libre
"Coffee is more pronounced in the flavor, with a nice roast and chocolate character. A warm mouthfeel that works and an overall sweet, bread crust, malt character. Finishes surprisingly dry and even thin, with a lingering spice character.",Spice Trade PSL,/review/psl
"Delicate sulfur tones, with just enough biscuit malt to soften the edges of the spice and pine hops bitterness. The bitterness lingers without overdoing it, but sits on the tongue a bit too long.",Urban Chestnut Brewing Company Stammtisch,/review/stammtisch
Moderate malt sweetness with a light tart note and pear and tangerine notes that extend into the finish. High carbonation with a slightly astringent note toward the end of the sip. <em>Brett</em> barnyard funk up front with some apricot to back it up. Slight herbal and earthy character. Light fluffy mouthfeel.,Council Brewing Company  Les Saisons,/review/les-saisons
"Sweetness up front with chocolate, toasty malt, grilled peaches, and a light smoky note leave an almost BBQ sauce impression. Sweetness fades into moderate bitterness, and a light but sharp acidity in the finish brings balance. Complex caramel and vanilla and possibly some cinnamon and nutmeg. Smooth and creamy with a nice saltiness.",Breakside Brewery Salted Caramel Stout,/review/salted-caramel-stout
"Grapefruit juice notes and some orange. Sweet but not too sweet. Some bitterness and grapefruit through the finish with slight warmth. Strong toasted character with orange/lemon/pineapple esters. Intensely bitter throughout with a long nish. Rich pine with woody undertones and some lemon and orange. The bitterness is well executed with no harsh edges. Nice body, too.",The Hop Concept Tropical & Juicy,/review/tropical--juicy
Cherries and cranberries are present. Nice juicy character. The sweet sourness of this beer is really nice. The acidic tartness helps to finish the beer out. Some background malt character. Moderate carbonation with a medium body consisting of cherries and medium sweetness. The carbonation of the beer leaves a nice warming. Linger is a slight dry cherry note that is medium lasting.,Cascade Brewing Kriek Ale,/review/kriek-ale
Rich dark chocolate. The vanilla is fairly subtle and brings out the chocolate character rather than sticking out as vanilla. A bit of oak and toasty marshmallow reinforce the campfire feel. Mild roast gives way to some sugar sweetness.” ,The Brew Gentlemen The End,/review/the-end
"White grapes on the vine, with notes of citrus, cherry, red berry, pineapple, and tropical fruit—the fruit blends with the beer in the flavor. It’s not until the swallow that the grapes kick in during the retronasal. Not much sweetness, but a high, sharp, clean acidity. Lactic with a touch of acetic, with makes the taste buds tingle—it’s relatively soft, but lingering. Oak and vanilla, dry white wine, and a dry finish.",de Garde Brewing Grand Blanc,/review/grand-blanc
"The wheat malt is like crackers, but with just a touch of bread. It’s creamy, with a bit of grainy astringency, but it’s not off-putting. Spicy hops with some lime and citrus, a tad high for a typical German hefeweizen. The clove is pleasant, with a trace of banana and cherry, low phenols, and a bit of sulfur. A nice, dry finish favors the hops, but not excessively.",Boulder Beer Company Sweaty Betty Blonde,/review/sweaty-betty-blonde
"A wallop of hops fruitiness up front mellows into a nice touch of sweetness, that tapers into an appropriate bitter and juicy finish. Hops flavors incorporate candied oranges, pineapples, over-ripened mangoes, and papayas. Some danky pine notes emerge as it warms, but this only adds depth to an already stellar beer—the orange and tropical fruit notes play off each other and the medium bitterness nicely.",Coronado North Island IIPA,/review/north-island-iipa
Crisp melon mixed with bubble gum and slight salt character. Notes of a green stem combined with watermelon rind. Lower tartness than other Goses lets the complex flavors shine.,Sierra Nevada Otra Vez,/review/otra-vez
"The light cracker maltiness with a hint of honey is sweet, but not too sweet. The hops are floral, earthy, herbal, and spicy, and the bitterness drops off at the end. Nice, dry, and clean at the finish.",Devils Backbone Gold Leaf,/review/gold-leaf
"High tangerine and orange note up front with a mild sweetness and medium tartness that lingers into the aftertaste with a heavy fruity note and just a touch of spiciness. Carbonation is moderate for the style. As it warms, the earthy hops flavor pushes forward. Low bitterness in the finish. The bright acidity and light pepper note cut through the sweetness of the malt bill.",Brasserie Saint James  Daily Wages,/review/daily-wages
"Rich chocolate flavor up front with a chile flavor in the middle followed by a long chile spice that starts to grow. It never gets very hot, but there’s no missing it. As it warms, a little bit of a honey sweetness tames the heat, and the heat cuts the sweetness. Roast flavors hang out in the background relative to the forward chocolate notes. Coffee and the chocolate with some nice caramel malt underpinning, plus a very light smoke note as well.",Westbrook Brewing Company Mexican Cake,/review/mexican-cake
"Super citrusy and a nice melon, mango-like fruit character with a chewy malt character that isn’t too heavy. Crisp and clean nish with a hint of alcohol heat. Smooth and well-integrated flavors. The bitterness is present but not too bitter, and the warmth in the finish adds to the experience. Light tangerine, light pine tar, earthy, with a light ethanol warmth. Nice carbonation and body. Fun mouthfeel. I like the bitterness.",3 Floyds Brewing Company Dreadnaught,/review/dreadnaught
"Hops are aggressively resinous, piney, and citrusy (lemon, oange and grapefruit), but the bitterness stays very steady throughout. LOVE the malt com- plexity: deep caramel and raisin notes, some bready notes, and a little dry chocolate with a light nutty aftertaste. Alcoholic avor is present throughout and strong in the nish.",Great Divide Brewing Company Old Ruffian,/review/old-ruffian
Fresh juicy fruit (lime and lemon) flavors balanced by a nice floral lingering hops bitterness. Spicy phenols of pepper and light clove are notable in the aftertaste. Low level of malt. Pilsner malt backbone finishes dry. The carbonation is spot on but the floral hops are a little strange for the style.,Brasserie de la Senne Jambe De Bois,/review/jambe-de-bois
"Rich and chewy mouthfeel with medium lingering bitterness. Really bright juicy fruit on the front carries through on the back and turns to a nice pine character that lingers into the back of the palate. Malt profile is full-sized, but the bitterness backs it up. Alcohol is well integrated, inspiring!",Melvin Brewing Drunken Master,/review/drunken-master
"Intense lactic sourness in the first sip that’s much more sour than expected but still allows the peach esters to shine through. Slight acetic character dances on top of the peach, and slight Brett funk adds complexity. Notes of peach pie and lemon, with tart wheat malt and sour fermentation. The oak character and the esters are stronger in the sip. The carbonation is perhaps too understated and could have brought out other subtleties.",Casey Brewing and Blending The Cut: Peach (Red Haven),/review/the-cut-peach-red-haven
"Amazing, powerful banana esters, with star fruit, mango, peach, and honeydew to accentuate. It’s sweet like unfermented fruit juice, with some acidity throughout, and some woodsy, herbal hops bitterness on the finish. Citrusy orange and lemon, with spicy clove. Just a touch of wheat is evident from the base beer.",Fort Collins Brewery Major Tom’s Pomegranate,/review/major-tom-s-pomegranate
"The flavor delivers the same rich coffee effect, with a stronger sense of vanilla and brown sugar. It’s roasty with a touch of acidity, and it’s sweet without being cloying. A very nice base stout with plenty of chocolate and vanilla character, brown sugar, cherry, and date. The chocolate malt and caramel remind me that this is a beer.",Trillium Brewing PM Dawn,/review/pm-dawn
"Bright, juicy, fresh fruitiness, with moderate grapefruit and mango flavors. Just a hint of fruit sourness in there. There’s a blend of orange, pineapple, and grapefruit that meld with the spice, dank, and pine from the hops. The mouthfeel is pretty thick; the malt adds a little sweetness, yet the finish is somewhat dry.",Bissell Brothers Nothing Gold,/review/nothing-gold
"Lots of grapefruit flavors—tart and citrus, bordering on pith, followed by a light, restrained tartness and a hint of malt sweetness. The resinous hops add to perceived body. The finish is a touch bitter, but balanced, with a hint of astringency. It dries out rather quickly.”",Lagunitas Aunt Sally,/review/aunt-sally
"A nice, delicate sweet biscuit malt profile that complements the hops bitterness. Some light minerality adds a bit of complexity that highlights the malt character, with some earthy and musty notes. The carbonation helps open up the hops, allowing the flavors to stay on the tongue with a crisp, welcoming feel.",Breakside Brewery Liquid Sunshine Pilsner,/review/liquid-sunshine-pilsner
"Slight malt breadiness that provides a smooth body. Big lemon, tangerine characteristics with a noticeable peppery spice that balances the sweetness and tartness. Tartness, funk, and acidity are fantastic and provide a refreshing beer—dry yet smooth. Ripe banana and a bit of earthy <em>Brett</em> funk. Finishes clean.",Beachwood Blendery Propagation Series 256,/review/propogation-series-256
"This is very tasty, suggesting an English barleywine that hasn’t sanded off its rough edges: toffee, vanilla, molasses, and caramel. Big esters with cherry, plum, and raisin. There’s some light roast and chocolate as a nod to the stout gods.",Dogfish Head Brewery World Wide Stout,/review/world-wide-stout
"Moderate bitterness with a bit of spicy notes supported by a bit of biscuity malt. A slight hint of fall spices—annatto seed, bitter orange, toffee, and a long, long bitterness. Substantial malt structure supports the hops character well.",Hardywood Park Craft Brewery The Great Return,/review/the-great-return
"A very bright orange juice char- acter hits in the front and is very nice. The slightly bready malt sweetness helps to carry the beer through the nish, and it nishes with some caramel, juicy and sweet notes but not too sweet. The alcohol warmth is nice and adds to the beer. Moderately strong hops bitterness, complex malt, and touch of alcohol bite appear in the aftertaste.",Evil Twin Freudian Slip,/review/freudian-slip
"Some caramel, banana, and clove. Sweet malt with a somewhat dry finish. High carbonation with plum and raisin notes. Slight alcohol bite as it goes into the aftertaste. Curious lime-like notes as well create an unexpected but enjoyable fruity bright note.",Brewery Ommegang Abbey Ale,/review/abbey-ale
"Light and crisp. Moderate herbal flavor with light bitterness toward the end. Low spiciness mixes with the carbonation, which creates a light bite at the end. A very delicate malt character is almost hidden by the fruity/floral character.” ",Ale Industries Golden State of Mind,/review/golden-state-of-mind
"Well balanced and hops-forward, appropriate for style. Malt is simple and clean with a light touch of toast. Bitterness is forward and lingers, inviting the next sip. Hops flavor is complex: grapefruit, orange, and a really subtle tangerine come through up front. Finishes with a blend of base malt and tropical fruit. Nice pillow-like mouthfeel that dries out nicely.",Firestone Walker Brewing Company Luponic Distortion 006,/review/luponic-distortion-006
"Rich and chewy with tons of lemon, orange, pineapple, tangerine, hints of coconut. Crazy complex hops profile that blends well with the bready malt. Some sweetness in the start with a touch of pine resin, bitterness, and fantastic lingering mix of fruit flavors in the finish.",Brew Gentlemen Beer Company Albatross,/review/albatross
"Rich chocolate malts, cinnamon, and vanilla finish. There’s some booze and barrel to balance, but there’s a lot of sweetness. Sweet chocolate, almost chocolate syrup–like, with candied almonds and cinnamon. Caramel malt sweetness comes through, with bourbon and even a hint of coconut. Very low carbonation is just a notch or two above still.” ",Side Project Derivation 6,/review/derivation-6
"So the aroma, so the flavor. More prominent grapefruit and a touch of pine character. A more pronounced malt character than often seen in this style, with nice bread crust and biscuit notes. There is a nice bitter through-line that keeps everything grounded in the IIPA category. The bitterness is not astringent but heightens some the stronger piney and pithy hop flavors.",The Pike Brewing Co. Doubble Hopulus,/review/doubble-hopulus
"The balance between coffee and roast was nicely done, with notes of roast, cappuccino, caramel, mocha, vanilla, and chocolate. A hint of papery oxidation in there from the roast. Some dark-fruit esters and sherry, which make up some alcohol warmth, and a light touch of piney hops fit in smoothly. The mouthfeel is nice and chewy, and right before the coffee really hits on the finish, a cherry ester pokes out to brighten the overall character of the beer.",Transient Artisan Ales Buckley Light,/review/buckley-light
"Lots of flavor, and the pineapple, orange, mango, and tropical fruits hit with a burst of juiciness. They carry through a creamy body to a nice, refreshing finish. Well blended with the sweet berry and fruit flavors that mix with the bitterness of the hops flavors. Finishes dry and bitter.",Trillium Vicinity,/review/vicinity
"Some slight floral notes. Light-bodied, sweet bready malt with some biscuit. The clean freshness of the pepper and lemon is well supported by the malt and invites the palate to take a second and third taste.”",Utah Brewers Cooperative Wasatch Last One In,/review/wasatch-last-one-in
"A healthy amount of yeast phenolics up front, combined with a dose of fruity esters. Moderately sweet with a bit of tart in the middle but a borderline cloying sweetness carries into the finish. Nice clean dry finish due to the high carbonation. Slight tartness. Touch of orange, lemon, and some spicy notes. A bit bitter in the finish.",Adelbert’s Brewery Philosophizer,/review/philosophizer
"Thick roast coffee syrup poured over graham crackers. Fresh (unlit) tobacco here, too. Great malt complexity with toffee, toast, and chocolate and a big cherry ester. Sweet but not cloying. Alcohol is very warming, washing over the flavor letting the roast remain to the bitter end. There’s a cool spicy phenol that melds well with the alcohol warmth.",Avery Brewing Company Mephistopheles Stout,/review/mephistopheles-stout
"Earthy and piney with a slight honey-like malt sweetness and a well-constructed bitter profile that pushes to the edge of harsh without going over it. Citrus notes are more zesty than fruity. As aggressive as the aroma was, the flavor is quite rounded and approachable. A mild grapefruit-rind note helps it from going too far into the forest",Half Acre Beer Company GoneAway,/review/goneaway
"Big caramel and toffee, moderate banana and citrus, and a touch of grapefruit and plum that lead to an aftertaste of crisp bitterness and moderate sweetness. Flavorful earthy lemony hops with moderate bitterness allow the sweet malt to carry. Alcohol avor is present through the nish and leaves a slight astringency.",Bristol Brewing Old #23,/review/old-23
"Lots of caramel almost bordering on burnt caramel. Great malt sweetness with lots of dark fruit tones: cherry, raisin, prune, dates, and plum. Some slight bitterness which keeps it from getting too sweet. The alcohol warmth in the finish helps to round out this beer. Slight peppery phenolics. The beer is big and sits on the tongue and lingers.",The Lost Abbey Judgment Day,/review/judgment-day
"Bold cinnamon and heat up front, with the barrel character following closely behind, coming through as bourbon, almond, and toffee, with caramel malt sweetness and milk chocolate. There’s a nice heat from the peppers. Finish is spicy but not overwhelming.”  ",Bottle Logic Brewing Leche Borracho,/review/leche-borracho
Medium sourness with plenty of funk—woody and light sweaty Brett notes. Moderate leather and light coconut with a bit of pineapple and plum. Moderately sweet with a bit of oaky tannins and light acidity. Pleasant malt structure and a sufficient mouthfeel. Dry finish.,Russian River Brewing Company Temptation,/review/temptation
"Wake up, get fresh fruit, blend it. Enjoy your juice. Make it for friends. This is a light smoothie full of flavor: strawberry, raspberry, orange, lemon, and pine. Extremely restrained bitterness that lets the whirlpool and dry hop shine. Body is solid. Chewy, juicy, rich mouthfeel. Give me the rest of this!",Great Notion Brewing Mandela IPA,/review/mandela-ipa
"Classic Belgian quad with background cherry. Massive dark stone-fruit character floats on top of a traditional quad malt bill. The cherries are well blended with the fermentation esters and phenolics, and the alcohol is present but not hot. The finish is dry with some lingering perceived sweetness, and the high ABV kind of numbs your palate. A bit more carbonation would make everything pop just a touch.",Adroit Theory Brewing Company All I See Is Carrion,/review/all-i-see-is-carrion
"Surprisingly intense passion fruit up front, with a pleasant tartness to balance the sweetness from the fruit and the wheat. Coconut flavors remind me of a Piña colada. The wheat character beneath serves as a secondary but supporting role, and the carbonation heightens the acidity, but also clears off the palate, encouraging more sips.",Avery Brewing Co. Liliko’i  Kepolo,/review/liliko-i-kepolo
"There’s no doubt that coffee is the main focus of this beer—it dominates that palate start to finish. If you’re able to peel away the coffee, there are some nice chocolate and cherry notes, with a heavy roasted malt presence and a bit of soy sauce. Hairy hops presence. Moderate paper and sherry oxidation, creamy body, and some dark fruit esters of dates and raisins. The 14 percent ABV is relatively under control. Well balanced, with the alcohol and sweetness riding out the bitter aftertaste.",Transient Artisan Ales Buckley,/review/buckley
"Pineapple and a little spicy pine hit up front, with a light vanilla note mixed with melon and earthy hops. It’s juicy and sweet, but not too sweet, with orange, grapefruit rind, and a little lemon. Good carbonation and a delicate body, with great hops complexity and fruit notes that carry through to the finish.",Trillium Summer Street,/review/summer-street
"Surprisingly full body—a little too salty, but blends well with the mineral-water notes. The assertive hops flavor smacks into a pillow of soft sourness, accompanied by pineapple esters and a maltiness that adds a touch of sweetness. Lemon juice and a hint of lime zest play well with the hops notes of pineapple, grapefruit, and tangerine. The finish is dry, which accentuates the tartness a bit.",Grand Teton Brewing Gose,/review/gtgose
"Starts with a biscuit sweetness, as well as some toast and roastiness and honey notes. The assertive hops bitterness is supportive, but doesn’t overpower. Some of the mintiness is still present in the flavor. The lighter carbonation makes this a creamy and smooth lager that refreshes.",Ska Brewing Mexican Logger,/review/mexican-logger
"Light sweetness up front with a touch of pear and lemongrass. Moderate spicy notes that are balanced with the sweetness and carbonation. Aftertaste has slight spicy bitterness and lemongrass notes. Malt flavor is clean yet pale, with slight Pilsner characteristic evident. High hops flavor of lemon and slight orange. Balance is really wonderful on this beer as the style of the yeast characteristics meld well together.",Tallgrass Brewing Company  Songbird Saison,/review/songbird-saison
"Rich dark chocolate note, to the point of bitter chocolate, with a moderate alcohol note that swoops in to take its place. Moderate coffee is well-integrated and very smooth. Nutty malt, a touch of licorice, moderate earthiness. Light sweetness, but the aftertaste is coffee, chocolate, and dry. Low-medium vanilla supports everything.",Jackie O’s Pub & Brewery Champion Ground,/review/champion-ground
"This obviously higher-ABV take on a double IPA hides the light alcohol warmth well under fruit-salad hops notes, soft malt, tangerine, pineapple, and mouthlling carbonation. Tropical fruit in a dense pine forest with lingering bitterness.",Revolution Brewing Company Unsessionable,/review/unsessionable
"Bigger than usual malt back- ground with a little more caramel flavor than expected, but sufficiently balanced by the moderate spicy hops bitterness. The typical banana esters and clove phenols round out the palate. Moderate carbonation and moderate body, plus a medium alcohol note that continues through the aftertaste.",Smuttynose Brewing Company Tripel,/review/tripel-smuttynose
"Nice big raspberry flavor com- plemented by a firm but not excessive sourness that is most present once the sip has ended. Other Brett-derived flavors are stronger than the acidic tart- ness. The cheesy quality comes through some in the flavor, but not as much as the aroma suggests.",O'so Brewing Company Framrood,/review/framrood
"Notes of dried plums, apricots, cinnamon, chiles. The balance is spot on. The roast base helps balance the sweetness and chocolate, and the barrel brings things together with deep toffee flavor.",Perennial Artisan Ales Barrel-Aged Abraxas,/review/barrel-aged-abraxas
Big stone fruit and prune flavors dominate up front. Slight <em>Brett</em> funk balances the tartness. Bourbon is very subtle.  Sweetness finishes in the back with some acidity. Slight huskiness on the finish that gives a good counter to the sourness and sweetness. The oak adds complexity with some bourbon notes adding to the taste. An alcohol warmth is present in the finish. Big mouthfilling carbonation. Light bits of minty (likely from a LaChouffe-style yeast).,Adelbert’s Brewery Blackberry Barrel of Love,/review/blackberry-barrel-of-love
"Hops bitterness up front, with light wheat sweetness in the background. Once the bitterness subsides, there’s a hint of vegetal flavor in the middle. Light lemony tartness, wonderful clove, and a kiss of cardamom. Great acid, banana, and wheat—like banana bread beer.",Weihenstephaner  Hefeweissbier,/review/hefeweissbier
"Big chocolate, and the red grape and cherry sweetness hit right up front. Bright fruit, including plum, date, cherry, grape, and raisin. Malty notes of chocolate, caramel, coffee, and roast, with a little vanilla. The body is smooth, and there’s lots of intriguing complexity. Each sip introduces more flavor. Finishes with a chocolate sweetness and a medium alcohol hotness.",Smuttlabs The Stallion,/review/the-stallion
"Hops-forward with pine and citrus dominant, and as it warms, some pineapple notes appear. There is a moderate fruity sweetness up front that’s almost like candy. Medium malt body that’s sufficiently complex without distracting from the hops. The mouthfeel is slightly sweet through the mid-palate, but it gives way to a dry and slightly bitter finish that entices you to take the next sip.",Transient Artisan Ales Cromulent,/review/cromulent
"A mix of peach, cherry, and maybe plum add some soft fruit flavor with just enough acidity to keep this from being jammy. Something spicy like nutmeg is added to the mix, coupled with a tartness that doesn’t linger. Low hops add a light tropical-fruit note, with some tannic and hoppy bitterness in the finish. Wheaty malt backbone that balances, with a finish that doesn’t linger.",Deep Ellum Play Date,/review/play-date
"The malt hits up front, with some pear-like juiciness. The citrus flavor has a bit of delicate lemon. Noble hops character is there to balance and has a touch of floral and apple—would’ve been nice to have a touch more bitterness to reign in the sweetness. A touch of diacetyl and a light lingering astringency in the aftertaste.",Santa Fe Brewing Company Freestyle Pilsner,/review/freestyle-pilsner
Big hops flavor with pine and earthy spiciness up front and a peach and raspberry ester flavor toward the end of the sip. Moderate creamy consistency and carbonation. Nice light acidity brightens the dry finish and keeps it very drinkable. Very citrus and tropical fruit-forward.,"Grand Teton Brewing Company  Brett Saison
",/review/brett-saison
"Moderate dark chocolate with a lighter body than expected. High coffee notes with an earthy, peppery note. Light vanilla note toward the end of the sip. High carbonation doesn’t create a bite but perhaps masks a slight alcohol note. Slightly smoky and touch of cinnamon, notes of nutmeg, smooth warming alcohol with a bit of spice. Good oak woodiness without going too tannic. Finishes medium-dry with a touch of heat and carb bite.","Fremont Brewing Barrel-Aged Dark Star, Coffee Edition",/review/barrel-aged-dark-star-coffee-edition
"Strong orange and lemon hops avor over a moderate toasted malty sweet backbone. Bitterness is moderate throughout, and the beer nishes pretty dry. Nice Juicy character with orange and grapefruit juice. Very clean citrus hops flavor—tangerine, orange, and lemon, with spicy undertones. I still get the basil here, too, like Thai basil. Pleasant hops bitterness with a solid malt back. The finish is clean and not harsh.",Hardywood Park Craft Brewery Quadrahop,/review/quadrahop
Surprisingly light on the tongue. Some honey notes complement the malt sweetness. Hops walk the line to provide a pleasant complementary bitterness to the malts. Wonderful balance of tannins from the oak wine barrel and the toasted malt characters. The warming alcohol is fruity grape and tree fruit (plums and apricots).,Deschutes Brewery Mirror Mirror,/review/mirror-mirror
"Sweet malt (caramel, toffee, and raisins) up front. Very fruity with notes of cherry mixed with a moderate alcohol note. Slight spicy hops note lingers into the aftertaste. Moderate carbonation creates a slight carbonic bite. More tequila in the flavor as well, plus black pepper and Szechuan peppercorn.",Brouwerij Westmalle Westmalle Trappist Dubbel,/review/westmalle-trappist-dubbel
